protocol,country,city,link,as_organization,host,ip,port,title,domain
https,SG,Singapore,https://hw-sg-live-comet-03.chat.bilibili.com,HUAWEI CLOUDS,https://hw-sg-live-comet-03.chat.bilibili.com,94.74.84.116,443,,bilibili.com
https,CN,,https://tx-gz-live-comet-05.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-gz-live-comet-05.chat.bilibili.com,106.52.14.36,443,,bilibili.com
http,CN,,http://le1-api.game.bilibili.com,Chinanet,le1-api.game.bilibili.com,121.11.2.67,80,404 Not Found,bilibili.com
http,CN,,http://tx-sh-live-comet-11.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-sh-live-comet-11.chat.bilibili.com,49.234.155.150,80,403 Forbidden,bilibili.com
http,CN,,http://hw-bj-live-comet-08.chat.bilibili.com,Huawei Cloud Service data center,hw-bj-live-comet-08.chat.bilibili.com,114.116.243.39,80,403 Forbidden,bilibili.com
http,CN,,http://asr-speechio.bilibili.com,Chinanet,asr-speechio.bilibili.com,183.61.4.240,80,301 Moved Permanently,bilibili.com
http,CN,,http://tx-gz-live-comet-07.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-gz-live-comet-07.chat.bilibili.com,106.52.14.41,80,403 Forbidden,bilibili.com
http,CN,,http://tx-bj-live-p2p-01.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-bj-live-p2p-01.chat.bilibili.com,49.233.39.130,80,404 Not Found,bilibili.com
http,CN,Foshan,http://club.bilibili.com,Chinanet,club.bilibili.com,59.36.228.17,80,302 Found,bilibili.com
https,CN,,https://tx-gz-live-comet-11.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-gz-live-comet-11.chat.bilibili.com,106.53.106.9,443,,bilibili.com
http,CN,,http://tx-bj-live-stun-1.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-bj-live-stun-1.chat.bilibili.com,82.156.84.204,80,,bilibili.com
https,CN,,https://tx-gz-live-comet-10.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-gz-live-comet-10.chat.bilibili.com,106.53.106.89,443,,bilibili.com
https,CN,,https://tx-sh-live-comet-03.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-sh-live-comet-03.chat.bilibili.com,49.235.252.230,443,,bilibili.com
https,CN,,https://tx-bj-live-p2p-01.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-bj-live-p2p-01.chat.bilibili.com,49.233.39.130,443,,bilibili.com
https,CN,,https://tx-gz-live-comet-09.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-gz-live-comet-09.chat.bilibili.com,106.53.106.88,443,,bilibili.com
https,CN,,https://career.bilibili.com,Chinanet,https://career.bilibili.com,121.12.173.242,443,出错啦! - bilibili.com,bilibili.com
http,CN,,http://tx-gz-live-comet-11.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-gz-live-comet-11.chat.bilibili.com,106.53.106.9,80,403 Forbidden,bilibili.com
http,CN,Shanghai,http://hw-sh-live-p2p-2.chat.bilibili.com,Huawei Cloud Service data center,hw-sh-live-p2p-2.chat.bilibili.com,123.60.65.219,80,,bilibili.com
https,CN,,https://hw-bj-live-comet-09.chat.bilibili.com,Huawei Cloud Service data center,https://hw-bj-live-comet-09.chat.bilibili.com,114.116.250.11,443,,bilibili.com
https,CN,,https://tx-bj-live-comet-03.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-bj-live-comet-03.chat.bilibili.com,49.232.64.101,443,,bilibili.com
http,CN,,http://career.bilibili.com,CHINANET Hubei province network,career.bilibili.com,58.49.248.114,80,出错啦! - bilibili.com,bilibili.com
https,CN,,https://cns.bilibili.com,Chinanet,https://cns.bilibili.com,183.61.4.242,443,404 Not Found,bilibili.com
http,CN,Foshan,http://f.bilibili.com,Chinanet,f.bilibili.com,59.36.228.19,80,302 Found,bilibili.com
http,CN,,http://hw-bj-live-comet-09.chat.bilibili.com,Huawei Cloud Service data center,hw-bj-live-comet-09.chat.bilibili.com,114.116.250.11,80,403 Forbidden,bilibili.com
https,CN,,https://campus.bilibili.com,Chinanet,https://campus.bilibili.com,14.17.92.71,443,302 Found,bilibili.com
https,CN,,https://baselabs.bilibili.com,Chinanet,https://baselabs.bilibili.com,14.17.92.70,443,出错啦! - bilibili.com,bilibili.com
http,CN,,http://hw-bj-live-comet-07.chat.bilibili.com,Huawei Cloud Service data center,hw-bj-live-comet-07.chat.bilibili.com,114.116.237.1,80,403 Forbidden,bilibili.com
https,CN,,https://le1-api-idc.game.bilibili.com,Chinanet,https://le1-api-idc.game.bilibili.com,118.123.2.141,443,500 Internal Server Error,bilibili.com
http,CN,,http://tx-gz-live-comet-08.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-gz-live-comet-08.chat.bilibili.com,106.52.14.45,80,403 Forbidden,bilibili.com
http,CN,,http://d.bilibili.com,Chinanet,d.bilibili.com,14.17.92.71,80,302 Found,bilibili.com
http,CN,,http://bw.bilibili.com,Chinanet,bw.bilibili.com,14.17.92.72,80,302 Found,bilibili.com
http,CN,Foshan,http://bcut.bilibili.com,Chinanet,bcut.bilibili.com,59.36.228.21,80,302 Found,bilibili.com
http,CN,Guangzhou,http://hw-gz-live-comet-03.chat.bilibili.com,Huawei Cloud Service data center,hw-gz-live-comet-03.chat.bilibili.com,139.9.77.36,80,403 Forbidden,bilibili.com
http,CN,,http://apigame.bilibili.com,CHINA UNICOM China169 Backbone,apigame.bilibili.com,122.188.38.218,80,,bilibili.com
http,CN,,http://cns.bilibili.com,Chinanet,cns.bilibili.com,183.61.4.215,80,301 Moved Permanently,bilibili.com
http,CN,,http://campus.bilibili.com,Chinanet,campus.bilibili.com,14.17.92.74,80,301 Moved Permanently,bilibili.com
http,CN,,http://hw-gz-live-p2p-01.chat.bilibili.com,Huawei Cloud Service data center,hw-gz-live-p2p-01.chat.bilibili.com,121.37.27.190,80,,bilibili.com
http,CN,,http://tx-gz-live-comet-10.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-gz-live-comet-10.chat.bilibili.com,106.53.106.89,80,403 Forbidden,bilibili.com
http,CN,,http://tx-bj-live-comet-03.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-bj-live-comet-03.chat.bilibili.com,49.232.64.101,80,403 Forbidden,bilibili.com
http,CN,,http://hw-bj-live-comet-05.chat.bilibili.com,Huawei Cloud Service data center,hw-bj-live-comet-05.chat.bilibili.com,114.116.231.8,80,403 Forbidden,bilibili.com
https,CN,,https://callback-mall.bilibili.com,China Telecom Group,https://callback-mall.bilibili.com,120.92.147.42,443,Document,bilibili.com
https,CN,,https://gaoneng.bilibili.com,Chinanet,https://gaoneng.bilibili.com,183.61.4.241,443,高能建站,bilibili.com
https,CN,,https://web-publish.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://web-publish.chat.bilibili.com,49.234.152.167,443,Error 404 (Resource not found),bilibili.com
http,CN,,http://databank.bilibili.com,Chinanet,databank.bilibili.com,121.11.2.70,80,营销学院,bilibili.com
http,CN,,http://tx-gz-live-comet-06.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-gz-live-comet-06.chat.bilibili.com,106.52.14.39,80,403 Forbidden,bilibili.com
https,JP,Tokyo,https://www.bmlsp.bilibili.com,GOOGLE-CLOUD-PLATFORM,https://www.bmlsp.bilibili.com,35.194.122.208,443,BILIBILI MACRO LINK - STAR PHASE 2022,bilibili.com
https,CN,,https://hw-bj-live-p2p-2.chat.bilibili.com,Huawei Cloud Service data center,https://hw-bj-live-p2p-2.chat.bilibili.com,117.78.9.23,443,,bilibili.com
https,CN,,https://tx-gz-live-comet-08.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-gz-live-comet-08.chat.bilibili.com,106.52.14.45,443,,bilibili.com
http,CN,,http://pre-broadcast.chat.bilibili.com,China Telecom Group,pre-broadcast.chat.bilibili.com,120.92.168.123,80,,bilibili.com
http,CN,,http://tx-gz-live-stun-1.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-gz-live-stun-1.chat.bilibili.com,106.53.133.236,80,,bilibili.com
http,CN,,http://le1-api-sh.game.bilibili.com,Chinanet,le1-api-sh.game.bilibili.com,119.147.111.83,80,404 Not Found,bilibili.com
https,CN,,https://le1-api-sh.game.bilibili.com,Chinanet,https://le1-api-sh.game.bilibili.com,59.37.80.97,443,404 Not Found,bilibili.com
http,CN,,http://tx-bj-live-comet-12.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-bj-live-comet-12.chat.bilibili.com,49.232.103.254,80,403 Forbidden,bilibili.com
https,CN,,https://hw-sh-live-comet-03.chat.bilibili.com,Huawei Cloud Service data center,https://hw-sh-live-comet-03.chat.bilibili.com,119.3.153.125,443,,bilibili.com
https,CN,Foshan,https://bcut.bilibili.com,Chinanet,https://bcut.bilibili.com,59.36.228.19,443,502 Bad Gateway,bilibili.com
https,CN,,https://hw-bj-live-comet-07.chat.bilibili.com,Huawei Cloud Service data center,https://hw-bj-live-comet-07.chat.bilibili.com,114.116.237.1,443,,bilibili.com
https,CN,,https://l.edm.bilibili.com,Reasonable Software House Limited,https://l.edm.bilibili.com,103.95.58.254,443,Not Found,bilibili.com
http,CN,,http://le1-api-idc.game.bilibili.com,CHINANET SiChuan Telecom Internet Data Center,le1-api-idc.game.bilibili.com,125.64.130.194,80,500 Internal Server Error,bilibili.com
https,CN,,https://tx-gz-live-stun-1.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-gz-live-stun-1.chat.bilibili.com,106.53.133.236,443,,bilibili.com
http,CN,Foshan,http://baselabs.bilibili.com,Chinanet,baselabs.bilibili.com,59.36.228.21,80,301 Moved Permanently,bilibili.com
https,CN,,https://apigame.bilibili.com,"No.293,Wanbao Avenue",https://apigame.bilibili.com,124.232.144.224,443,,bilibili.com
https,CN,,https://tx-gz-live-comet-06.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-gz-live-comet-06.chat.bilibili.com,106.52.14.39,443,,bilibili.com
https,CN,,https://callback-pay.bilibili.com,China Telecom Group,https://callback-pay.bilibili.com,120.92.147.42,443,404 Not Found,bilibili.com
https,CN,,https://tx-sh-live-comet-12.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-sh-live-comet-12.chat.bilibili.com,49.234.155.246,443,,bilibili.com
http,CN,,http://callback-mall.bilibili.com,China Telecom Group,callback-mall.bilibili.com,120.92.147.42,80,302 Found,bilibili.com
http,CN,,http://ad.bilibili.com,Chinanet,ad.bilibili.com,183.61.4.238,80,301 Moved Permanently,bilibili.com
http,CN,Shanghai,http://tracker.chat.bilibili.com,Huawei Cloud Service data center,tracker.chat.bilibili.com,123.60.10.14,80,,bilibili.com
http,CN,,http://hw-sh-live-comet-02.chat.bilibili.com,Huawei Cloud Service data center,hw-sh-live-comet-02.chat.bilibili.com,119.3.124.139,80,403 Forbidden,bilibili.com
https,CN,,https://tx-sh-live-comet-14.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-sh-live-comet-14.chat.bilibili.com,49.235.237.249,443,,bilibili.com
https,CN,,https://login.163.bilibili.com,Chinanet,https://login.163.bilibili.com,14.17.92.71,443,,bilibili.com
https,SG,Singapore,https://hw-sg-live-comet-01.chat.bilibili.com,HUAWEI CLOUDS,https://hw-sg-live-comet-01.chat.bilibili.com,114.119.172.162,443,,bilibili.com
http,CN,,http://le1-api-ali.game.bilibili.com,Chinanet,le1-api-ali.game.bilibili.com,183.61.4.239,80,404 Not Found,bilibili.com
https,CN,Guangzhou,https://le1-api-ali.game.bilibili.com,Chinanet,https://le1-api-ali.game.bilibili.com,119.147.156.208,443,404 Not Found,bilibili.com
http,CN,,http://hw-sh-live-comet-03.chat.bilibili.com,Huawei Cloud Service data center,hw-sh-live-comet-03.chat.bilibili.com,119.3.153.125,80,403 Forbidden,bilibili.com
http,CN,,http://le3-api-idc.game.bilibili.com,"No.293,Wanbao Avenue",le3-api-idc.game.bilibili.com,124.232.162.225,80,500 Internal Server Error,bilibili.com
http,CN,Foshan,http://bml.bilibili.com,Chinanet,bml.bilibili.com,59.36.228.19,80,301 Moved Permanently,bilibili.com
http,CN,,http://moni.ack.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,moni.ack.bilibili.com,129.211.154.251,80,because,bilibili.com
http,CN,,http://bbq.bilibili.com,Chinanet,bbq.bilibili.com,14.17.92.70,80,轻视频,bilibili.com
http,CN,,http://tx-gz-live-comet-09.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-gz-live-comet-09.chat.bilibili.com,106.53.106.88,80,403 Forbidden,bilibili.com
https,CN,,https://521e6534cb2c89ed.bilibili.com,Chinanet,https://521e6534cb2c89ed.bilibili.com,183.2.144.108,443,404 Not Found,bilibili.com
http,CN,Foshan,http://b.bilibili.com,Chinanet,b.bilibili.com,59.36.228.18,80,301 Moved Permanently,bilibili.com
http,CN,,http://gaoneng.bilibili.com,Chinanet,gaoneng.bilibili.com,119.147.111.86,80,301 Moved Permanently,bilibili.com
http,CN,,http://baidu.bilibili.com,"IDC, China Telecommunications Corporation",baidu.bilibili.com,220.181.33.93,80,,bilibili.com
https,CN,Foshan,https://b.bilibili.com,Chinanet,https://b.bilibili.com,59.36.228.18,443,bilibili品牌号,bilibili.com
http,CN,,http://callback-pay.bilibili.com,China Telecom Group,callback-pay.bilibili.com,120.92.147.42,80,404 Not Found,bilibili.com
http,CN,,http://tx-sh-live-comet-12.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-sh-live-comet-12.chat.bilibili.com,49.234.155.246,80,403 Forbidden,bilibili.com
https,CN,,https://pre-broadcast.chat.bilibili.com,China Telecom Group,https://pre-broadcast.chat.bilibili.com,120.92.168.123,443,,bilibili.com
https,CN,,https://tx-bj-live-web-publish-01.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-bj-live-web-publish-01.chat.bilibili.com,82.156.56.181,443,Error 404 (Resource not found),bilibili.com
http,CN,,http://s.edm.bilibili.com,Reasonable Software House Limited,s.edm.bilibili.com,103.95.58.254,80,,bilibili.com
https,CN,,https://ad.bilibili.com,Chinanet,https://ad.bilibili.com,183.61.4.240,443,哔哩哔哩广告投放平台,bilibili.com
https,CN,,https://apix.bilibili.com,Chinanet,https://apix.bilibili.com,14.17.92.71,443,,bilibili.com
http,CN,Foshan,http://e.bilibili.com,Chinanet,e.bilibili.com,59.36.228.17,80,301 Moved Permanently,bilibili.com
https,CN,,https://tx-sh-live-comet-08.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-sh-live-comet-08.chat.bilibili.com,49.235.235.253,443,,bilibili.com
https,CN,,https://hw-sh-live-comet-05.chat.bilibili.com,Huawei Cloud Service data center,https://hw-sh-live-comet-05.chat.bilibili.com,119.3.153.177,443,,bilibili.com
http,CN,,http://l.edm.bilibili.com,Reasonable Software House Limited,l.edm.bilibili.com,103.95.58.254,80,,bilibili.com
http,CN,,http://hw-sh-live-p2p-01-s.chat.bilibili.com,China Telecom Group,hw-sh-live-p2p-01-s.chat.bilibili.com,122.9.65.203,80,,bilibili.com
https,CN,,https://tx-cd-live-web-publish-01.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-cd-live-web-publish-01.chat.bilibili.com,1.14.126.112,443,Error 404 (Resource not found),bilibili.com
https,CN,Shanghai,https://hw-sh-live-p2p-01.chat.bilibili.com,Huawei Cloud Service data center,https://hw-sh-live-p2p-01.chat.bilibili.com,123.60.10.14,443,,bilibili.com
http,CN,,http://tx-gz-live-comet-12.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-gz-live-comet-12.chat.bilibili.com,106.53.108.100,80,403 Forbidden,bilibili.com
https,CN,,https://edm.bilibili.com,Reasonable Software House Limited,https://edm.bilibili.com,103.95.58.254,443,Not Found,bilibili.com
http,CN,,http://tx-bj-live-comet-08.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-bj-live-comet-08.chat.bilibili.com,192.144.229.130,80,403 Forbidden,bilibili.com
https,CN,,https://a.edm.bilibili.com,Reasonable Software House Limited,https://a.edm.bilibili.com,103.95.58.254,443,Not Found,bilibili.com
https,CN,,https://tx-bj-live-comet-08.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-bj-live-comet-08.chat.bilibili.com,192.144.229.130,443,,bilibili.com
https,CN,,https://s.edm.bilibili.com,Reasonable Software House Limited,https://s.edm.bilibili.com,103.95.58.254,443,Not Found,bilibili.com
http,CN,,http://edm.bilibili.com,Reasonable Software House Limited,edm.bilibili.com,103.95.58.254,80,,bilibili.com
http,CN,,http://tx-gz-live-comet-04.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-gz-live-comet-04.chat.bilibili.com,106.53.122.92,80,403 Forbidden,bilibili.com
https,CN,,https://hw-sh-live-comet-02.chat.bilibili.com,Huawei Cloud Service data center,https://hw-sh-live-comet-02.chat.bilibili.com,119.3.124.139,443,,bilibili.com
http,CN,,http://tx-sh-live-comet-01.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-sh-live-comet-01.chat.bilibili.com,49.235.252.228,80,403 Forbidden,bilibili.com
http,CN,,http://a.edm.bilibili.com,Reasonable Software House Limited,a.edm.bilibili.com,103.95.58.254,80,,bilibili.com
http,CN,,http://ai-cns.bilibili.com,Chinanet,ai-cns.bilibili.com,183.61.4.242,80,301 Moved Permanently,bilibili.com
http,CN,,http://broadcastlv.chat.bilibili.com,Huawei Cloud Service data center,broadcastlv.chat.bilibili.com,119.3.125.51,80,403 Forbidden,bilibili.com
https,CN,,https://broadcastlv.chat.bilibili.com,Huawei Cloud Service data center,https://broadcastlv.chat.bilibili.com,114.116.237.1,443,,bilibili.com
http,CN,,http://tree.ack.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tree.ack.bilibili.com,129.211.154.251,80,服务树,bilibili.com
http,CN,Shanghai,http://hw-sh-live-p2p-01.chat.bilibili.com,Huawei Cloud Service data center,hw-sh-live-p2p-01.chat.bilibili.com,123.60.10.14,80,,bilibili.com
http,CN,Guangzhou,http://hw-gz-live-p2p-3.chat.bilibili.com,Huawei Cloud Service data center,hw-gz-live-p2p-3.chat.bilibili.com,139.159.161.71,80,,bilibili.com
http,CN,Foshan,http://163.bilibili.com,Chinanet,163.bilibili.com,59.36.228.19,80,301 Moved Permanently,bilibili.com
http,CN,Foshan,http://login.163.bilibili.com,Chinanet,login.163.bilibili.com,59.36.228.19,80,,bilibili.com
http,SG,Singapore,http://hw-sg-live-comet-01.chat.bilibili.com,HUAWEI CLOUDS,hw-sg-live-comet-01.chat.bilibili.com,114.119.172.162,80,403 Forbidden,bilibili.com
https,CN,,https://tx-sh-live-comet-01.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-sh-live-comet-01.chat.bilibili.com,49.235.252.228,443,,bilibili.com
https,CN,,https://tx-sh-live-comet-06.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-sh-live-comet-06.chat.bilibili.com,49.235.238.2,443,,bilibili.com
http,CN,,http://tx-sh-live-comet-06.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-sh-live-comet-06.chat.bilibili.com,49.235.238.2,80,403 Forbidden,bilibili.com
https,CN,,https://tx-sh-live-comet-04.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-sh-live-comet-04.chat.bilibili.com,49.235.252.237,443,,bilibili.com
https,CN,,https://hw-sh-live-p2p-01-s.chat.bilibili.com,China Telecom Group,https://hw-sh-live-p2p-01-s.chat.bilibili.com,122.9.65.203,443,,bilibili.com
http,CN,Guangzhou,http://hw-gz-live-comet-05.chat.bilibili.com,Huawei Cloud Service data center,hw-gz-live-comet-05.chat.bilibili.com,139.9.51.12,80,403 Forbidden,bilibili.com
http,CN,,http://t.edm.bilibili.com,Reasonable Software House Limited,t.edm.bilibili.com,103.95.58.248,80,500 - Internal server error.,bilibili.com
http,CN,,http://tx-sh-live-comet-14.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-sh-live-comet-14.chat.bilibili.com,49.235.237.249,80,403 Forbidden,bilibili.com
http,CN,,http://tx-bj-live-comet-06.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-bj-live-comet-06.chat.bilibili.com,192.144.229.128,80,403 Forbidden,bilibili.com
http,CN,,http://tx-bj-live-comet-09.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-bj-live-comet-09.chat.bilibili.com,49.232.100.101,80,403 Forbidden,bilibili.com
http,CN,,http://tx-bj-live-web-publish-01.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-bj-live-web-publish-01.chat.bilibili.com,82.156.56.181,80,Error 404 (Resource not found),bilibili.com
http,CN,,http://tx-sh-live-comet-08.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-sh-live-comet-08.chat.bilibili.com,49.235.235.253,80,403 Forbidden,bilibili.com
https,CN,Guangzhou,https://hw-gz-live-comet-05.chat.bilibili.com,Huawei Cloud Service data center,https://hw-gz-live-comet-05.chat.bilibili.com,139.9.51.12,443,,bilibili.com
http,CN,,http://tx-sh-live-comet-04.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,tx-sh-live-comet-04.chat.bilibili.com,49.235.252.237,80,403 Forbidden,bilibili.com
https,CN,Guangzhou,https://hw-gz-live-p2p-3.chat.bilibili.com,Huawei Cloud Service data center,https://hw-gz-live-p2p-3.chat.bilibili.com,139.159.161.71,443,,bilibili.com
https,CN,,https://tx-bj-live-comet-09.chat.bilibili.com,Shenzhen Tencent Computer Systems Company Limited,https://tx-bj-live-comet-09.chat.bilibili.com,49.232.100.101,443,,bilibili.com
tls,CN,,,Shenzhen Tencent Computer Systems Company Limited,tree.ack.bilibili.com:443,129.211.154.251,443,,bilibili.com
tls,CN,,,Shenzhen Tencent Computer Systems Company Limited,moni.ack.bilibili.com:443,129.211.154.251,443,,bilibili.com
https,CN,,https://bvpn.global.bilibili.com,China Telecom Group,https://bvpn.global.bilibili.com,110.43.134.146,443,,bilibili.com
http,CN,,http://tx-gz-live-rtc-mixer-1.chat.bilibili.com:15000,Chinanet,tx-gz-live-rtc-mixer-1.chat.bilibili.com:15000,14.22.1.193,15000,,bilibili.com
http,CN,,http://tx-sh-live-rtc-mixer-1.chat.bilibili.com:15000,Chinanet,tx-sh-live-rtc-mixer-1.chat.bilibili.com:15000,14.22.1.167,15000,,bilibili.com
http,CN,,http://tx-gz-live-rtc-mixer-2.chat.bilibili.com:15000,Chinanet,tx-gz-live-rtc-mixer-2.chat.bilibili.com:15000,14.22.1.193,15000,,bilibili.com
ssh,CN,,,Shenzhen Tencent Computer Systems Company Limited,tx-gz-live-p2p-backup1.chat.bilibili.com:22,106.55.9.137,22,,bilibili.com
tls,CN,,,China Telecom Group,bvpn.global.bilibili.com:443,110.43.134.146,443,,bilibili.com
unknown,CN,,,Chinanet,tx-bj-live-rtc-mixer-1.chat.bilibili.com:11001,14.22.1.167,11001,,bilibili.com
unknown,CN,,,Chinanet,tx-bj-live-rtc-mixer-2.chat.bilibili.com:11001,14.22.1.167,11001,,bilibili.com
unknown,CN,,,Chinanet,tx-gz-live-rtc-mixer-1.chat.bilibili.com:11001,14.22.1.167,11001,,bilibili.com
unknown,CN,,,Chinanet,tx-sh-live-rtc-mixer-2.chat.bilibili.com:11001,14.22.1.167,11001,,bilibili.com
tls,CN,,,Chinanet,dsa-cn-live-comet-01.chat.bilibili.com:8443,14.17.92.67,8443,,bilibili.com
unknown,CN,,,Chinanet,tx-bj-live-rtc-mixer-1.chat.bilibili.com:10333,14.22.1.193,10333,,bilibili.com
http,CN,,http://tx-sh-live-rtc-mixer-2.chat.bilibili.com:15000,Chinanet,tx-sh-live-rtc-mixer-2.chat.bilibili.com:15000,14.22.1.226,15000,,bilibili.com
http,CN,,http://tx-sh-live-rtc-mixer-1.chat.bilibili.com:15000,Chinanet,tx-sh-live-rtc-mixer-1.chat.bilibili.com:15000,14.22.1.226,15000,,bilibili.com
http,CN,,http://tx-gz-live-rtc-mixer-1.chat.bilibili.com:15000,Chinanet,tx-gz-live-rtc-mixer-1.chat.bilibili.com:15000,14.22.1.226,15000,,bilibili.com
http,CN,,http://tx-gz-live-rtc-mixer-2.chat.bilibili.com:15000,Chinanet,tx-gz-live-rtc-mixer-2.chat.bilibili.com:15000,14.22.1.226,15000,,bilibili.com
unknown,CN,,,Chinanet,tx-bj-live-rtc-mixer-1.chat.bilibili.com:11211,14.22.1.226,11211,,bilibili.com
https,CN,,https://tx-bj-live-rtc-mixer-1.chat.bilibili.com:4433,Chinanet,https://tx-bj-live-rtc-mixer-1.chat.bilibili.com:4433,14.22.1.226,4433,,bilibili.com
http,CN,,http://cn-jsyz-ccc-live-tracker-01.chat.bilibili.com,"CHINATELECOM JiangSu YangZhou IDC networkdescr: YangZhouJiangsu Province, P.R.China.",cn-jsyz-ccc-live-tracker-01.chat.bilibili.com,58.220.18.149,80,,bilibili.com
http,CN,,http://tx-bj-live-rtc-mixer-2.chat.bilibili.com:15000,Chinanet,tx-bj-live-rtc-mixer-2.chat.bilibili.com:15000,14.22.1.167,15000,,bilibili.com
https,CN,,https://tx-sh-live-rtc-mixer-2.chat.bilibili.com:4433,Chinanet,https://tx-sh-live-rtc-mixer-2.chat.bilibili.com:4433,14.22.1.167,4433,,bilibili.com
https,CN,,https://tx-bj-live-rtc-mixer-2.chat.bilibili.com:4433,Chinanet,https://tx-bj-live-rtc-mixer-2.chat.bilibili.com:4433,14.22.1.167,4433,,bilibili.com
unknown,CN,,,Chinanet,tx-bj-live-rtc-mixer-2.chat.bilibili.com:11211,14.22.1.167,11211,,bilibili.com
unknown,CN,,,Chinanet,tx-sh-live-rtc-mixer-2.chat.bilibili.com:11211,14.22.1.167,11211,,bilibili.com
unknown,CN,,,Chinanet,tx-sh-live-rtc-mixer-1.chat.bilibili.com:11211,14.22.1.226,11211,,bilibili.com
unknown,CN,,,Chinanet,tx-sh-live-rtc-mixer-1.chat.bilibili.com:10333,14.22.1.226,10333,,bilibili.com
https,CN,,https://tx-sh-live-rtc-mixer-1.chat.bilibili.com:4433,Chinanet,https://tx-sh-live-rtc-mixer-1.chat.bilibili.com:4433,14.22.1.226,4433,,bilibili.com
http,CN,,http://tx-bj-live-rtc-mixer-2.chat.bilibili.com:15000,Chinanet,tx-bj-live-rtc-mixer-2.chat.bilibili.com:15000,14.22.1.167,15000,,bilibili.com
http,CN,,http://tx-sh-live-rtc-mixer-2.chat.bilibili.com:15000,Chinanet,tx-sh-live-rtc-mixer-2.chat.bilibili.com:15000,14.22.1.193,15000,,bilibili.com
https,CN,,https://tx-gz-live-rtc-mixer-1.chat.bilibili.com:4433,Chinanet,https://tx-gz-live-rtc-mixer-1.chat.bilibili.com:4433,14.22.1.226,4433,,bilibili.com
unknown,CN,,,Chinanet,tx-gz-live-rtc-mixer-1.chat.bilibili.com:10333,14.22.1.226,10333,,bilibili.com
unknown,CN,,,Chinanet,tx-gz-live-rtc-mixer-1.chat.bilibili.com:11211,14.22.1.226,11211,,bilibili.com
unknown,CN,,,Chinanet,tx-gz-live-rtc-mixer-2.chat.bilibili.com:10332,14.22.1.193,10332,,bilibili.com
unknown,CN,,,Chinanet,tx-gz-live-rtc-mixer-2.chat.bilibili.com:11211,14.22.1.193,11211,,bilibili.com
